flow,citing_loc_label,cited_loc_label,weight
Incoming,GENERAL WORKS,PHILOSOPHY. PSYCHOLOGY. RELIGION,1
Internal,FINE ARTS,SOCIAL SCIENCES,1
Internal,FINE ARTS,SCIENCE,1
Incoming,GEOGRAPHY. ANTHROPOLOGY. RECREATION,LAW,1
Outgoing,POLITICAL SCIENCE,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,1
Incoming,SOCIAL SCIENCES,FINE ARTS,1
Incoming,POLITICAL SCIENCE,FINE ARTS,1
Incoming,PHILOSOPHY. PSYCHOLOGY. RELIGION,FINE ARTS,1
Incoming,FINE ARTS,AGRICULTURE,1
Incoming,EDUCATION,FINE ARTS,1
Outgoing,SCIENCE,AUXILIARY SCIENCES OF HISTORY,1
Outgoing,SOCIAL SCIENCES,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,1
Incoming,AGRICULTURE,FINE ARTS,1
